time,x,y,z
18:36:19:487,0.46,-0.10,-0.73
18:36:19:492,0.43,0.02,-0.64
18:36:19:503,0.58,0.19,-0.59
18:36:19:512,0.88,0.36,-0.60
18:36:19:522,1.19,0.46,-0.65
18:36:19:531,1.43,0.50,-0.75
18:36:19:566,1.61,0.52,-0.87
18:36:19:569,1.63,0.51,-0.96
18:36:19:572,1.51,0.56,-0.95
18:36:19:575,1.33,0.71,-0.91
18:36:19:580,1.10,0.92,-0.85
18:36:19:590,0.90,1.19,-0.83
18:36:19:604,0.79,1.47,-0.91
18:36:19:615,0.79,1.70,-1.09
18:36:19:623,0.87,1.90,-1.33
18:36:19:631,0.99,2.06,-1.55
18:36:19:648,1.05,2.13,-1.72
18:36:19:650,1.06,2.08,-1.81
18:36:19:658,1.05,1.93,-1.80
18:36:19:762,1.02,1.74,-1.75
18:36:19:764,0.96,1.59,-1.67
18:36:19:766,0.87,1.54,-1.58
18:36:19:767,0.82,1.59,-1.50
18:36:19:769,0.87,1.64,-1.49
18:36:19:770,1.00,1.69,-1.55
18:36:19:772,1.21,1.75,-1.64
18:36:19:774,1.35,1.77,-1.75
18:36:19:775,1.40,1.79,-1.84
18:36:19:777,1.38,1.79,-1.82
18:36:19:779,1.30,1.82,-1.75
18:36:19:780,1.20,1.92,-1.65
18:36:19:812,1.07,2.08,-1.54
18:36:19:814,0.96,2.28,-1.49
18:36:19:816,0.89,2.41,-1.49
18:36:19:819,0.85,2.44,-1.56
18:36:19:827,0.86,2.43,-1.64
18:36:19:863,0.91,2.34,-1.73
18:36:19:866,0.99,2.19,-1.75
18:36:19:868,1.06,2.03,-1.68
18:36:19:870,1.13,1.86,-1.54
18:36:19:872,1.19,1.73,-1.36
18:36:19:881,1.20,1.69,-1.15
18:36:19:891,1.17,1.71,-0.94
18:36:19:904,1.21,1.71,-0.78
18:36:19:910,1.24,1.69,-0.66
18:36:19:920,1.29,1.67,-0.65
18:36:19:930,1.39,1.65,-0.79
18:36:19:940,1.40,1.73,-1.00
18:36:19:949,1.44,1.91,-1.25
18:36:19:982,1.41,2.08,-1.46
18:36:19:985,1.44,2.20,-1.51
18:36:19:987,1.56,2.21,-1.38
18:36:19:990,1.78,2.10,-1.09
18:36:19:998,1.97,1.97,-0.68
18:36:20:8,1.91,1.85,-0.45
18:36:20:22,1.68,1.76,-0.35
18:36:20:27,1.26,1.73,-0.35
18:36:20:37,0.92,1.70,-0.40
18:36:20:47,0.84,1.70,-0.39
18:36:20:86,0.84,1.70,-0.37
18:36:20:90,0.88,1.75,-0.41
18:36:20:91,0.93,1.84,-0.60
18:36:20:94,0.95,1.98,-0.77
18:36:20:96,0.94,2.15,-0.91
18:36:20:106,1.01,2.24,-0.99
18:36:20:115,1.08,2.21,-1.00
18:36:20:124,1.12,2.04,-1.01
18:36:20:174,1.15,1.78,-1.05
18:36:20:177,1.08,1.54,-1.02
18:36:20:179,0.97,1.31,-0.99
18:36:20:181,0.90,1.12,-0.90
18:36:20:184,0.87,1.00,-0.87
18:36:20:187,0.83,1.04,-0.94
18:36:20:195,0.71,1.33,-0.94
18:36:20:206,0.58,1.82,-0.93
18:36:20:212,0.51,2.39,-0.83
18:36:20:222,0.55,2.82,-0.70
18:36:20:231,0.66,3.03,-0.69
18:36:20:260,0.70,3.02,-0.75
18:36:20:263,0.60,2.88,-0.86
18:36:20:265,0.36,2.74,-0.95
18:36:20:272,0.08,2.57,-0.98
18:36:20:280,-0.29,2.34,-0.95
18:36:20:290,-0.54,2.07,-0.88
18:36:20:299,-0.70,1.82,-0.78
18:36:20:309,-0.81,1.71,-0.68
18:36:20:321,-0.84,1.84,-0.62
18:36:20:328,-0.85,2.15,-0.60
18:36:20:338,-0.79,2.44,-0.67
18:36:20:348,-0.64,2.59,-0.82
18:36:20:377,-0.44,2.61,-0.95
18:36:20:380,-0.33,2.49,-1.02
18:36:20:381,-0.43,2.37,-1.06
18:36:20:390,-0.67,2.26,-0.97
18:36:20:396,-0.88,2.13,-0.88
18:36:20:406,-0.98,2.07,-0.80
18:36:20:416,-0.89,2.07,-0.76
18:36:20:426,-0.66,2.18,-0.81
18:36:20:460,-0.38,2.34,-0.93
18:36:20:462,-0.14,2.44,-1.10
18:36:20:464,0.02,2.44,-1.28
18:36:20:466,0.07,2.44,-1.38
18:36:20:474,0.03,2.79,-1.38
18:36:20:484,-0.21,2.70,-1.23
18:36:20:494,-0.43,2.97,-0.92
18:36:20:513,-0.62,3.11,-0.58
18:36:20:515,-0.76,3.12,-0.26
18:36:20:524,-0.64,3.71,-0.04
18:36:20:532,-0.41,4.02,0.01
18:36:20:543,-0.05,4.38,0.03
18:36:20:577,0.28,4.44,-0.05
18:36:20:580,0.41,4.24,-0.18
18:36:20:583,0.31,4.00,-0.42
18:36:20:585,0.08,3.62,-0.53
18:36:20:594,-0.25,3.33,-0.53
18:36:20:600,-0.53,3.16,-0.47
18:36:20:612,-0.74,2.93,-0.31
18:36:20:659,-0.87,2.79,-0.34
18:36:20:660,-0.82,2.57,-0.52
18:36:20:820,-0.66,2.32,-0.82
18:36:20:822,-0.60,2.17,-1.11
18:36:20:823,-0.28,2.34,-1.15
18:36:20:825,-0.14,2.58,-1.17
18:36:20:827,-0.14,2.89,-0.84
18:36:20:828,0.10,3.26,-0.39
18:36:20:830,0.08,3.31,-0.12
18:36:20:831,0.03,3.26,0.39
18:36:20:833,0.20,3.19,0.64
18:36:20:835,0.18,2.80,0.66
18:36:20:836,-0.06,2.56,0.76
18:36:20:838,-0.05,2.47,0.49
18:36:20:841,-0.20,2.27,-0.24
18:36:20:842,-0.52,2.06,-0.40
18:36:20:845,-0.84,1.97,-0.44
18:36:20:888,-0.85,2.03,-0.48
18:36:20:890,-0.82,2.03,-0.40
18:36:20:891,-0.78,2.06,-0.17
18:36:20:893,-0.73,2.06,0.12
18:36:20:894,-0.76,2.03,0.44
18:36:20:928,-0.78,2.03,0.74
18:36:20:931,-0.80,2.09,0.97
18:36:20:933,-0.91,2.17,1.05
18:36:20:937,-0.89,2.06,0.83
18:36:20:969,-0.99,1.88,0.57
18:36:20:971,-1.05,1.65,0.22
18:36:20:972,-1.01,1.45,-0.11
18:36:20:974,-1.09,1.34,-0.15
18:36:21:8,-0.97,1.37,-0.16
18:36:21:11,-0.83,1.24,-0.10
18:36:21:12,-0.78,0.83,0.06
18:36:21:15,-0.78,0.39,0.17
18:36:21:20,-0.70,-0.02,0.14
18:36:21:28,-0.49,-0.27,0.09
18:36:21:67,-0.50,-0.21,-0.19
18:36:21:70,-0.45,0.36,-0.44
18:36:21:73,-0.42,1.22,-0.54
18:36:21:75,-0.39,2.29,-0.50
18:36:21:77,0.09,3.27,-0.21
18:36:21:110,0.71,3.79,0.20
18:36:21:113,1.18,3.72,0.63
18:36:21:115,1.49,3.31,1.12
18:36:21:118,1.45,2.67,1.54
18:36:21:151,0.98,1.99,1.90
18:36:21:155,0.43,1.51,2.28
18:36:21:157,-0.21,1.14,2.56
18:36:21:160,-0.69,1.04,2.77
18:36:21:190,-0.87,1.13,2.77
18:36:21:194,-0.94,1.29,2.59
18:36:21:196,-0.89,1.64,2.26
18:36:21:197,-0.70,2.01,1.90
18:36:21:229,-0.38,2.39,1.56
18:36:21:232,-0.03,2.66,1.17
18:36:21:234,0.32,2.67,0.83
18:36:21:238,0.57,2.57,0.45
18:36:21:266,0.57,2.17,0.10
18:36:21:268,0.34,1.80,-0.06
18:36:21:271,-0.03,1.38,-0.18
18:36:21:273,-0.47,1.04,-0.14
18:36:21:281,-0.84,1.06,-0.02
18:36:21:313,-1.04,1.14,0.09
18:36:21:316,-1.07,1.53,0.23
18:36:21:321,-0.97,2.10,0.32
18:36:21:323,-0.76,2.67,0.41
18:36:21:329,-0.60,3.18,0.49
18:36:21:342,-0.57,3.52,0.62
18:36:21:350,-0.62,3.49,0.80
18:36:21:359,-0.84,3.19,1.04
18:36:21:371,-1.13,2.85,1.23
18:36:21:379,-1.38,2.33,1.33
18:36:21:391,-1.61,2.01,1.32
18:36:21:397,-1.76,2.02,1.09
18:36:21:432,-1.83,1.63,0.83
18:36:21:434,-2.03,1.65,0.69
18:36:21:438,-2.09,1.78,0.57
18:36:21:441,-2.26,1.89,0.59
18:36:21:448,-2.35,2.59,0.69
18:36:21:458,-2.32,2.78,0.59
18:36:21:467,-2.59,2.99,0.63
18:36:21:475,-2.67,2.95,0.63
18:36:21:485,-2.93,2.92,0.56
18:36:21:517,-3.13,2.64,0.49
18:36:21:521,-2.95,1.97,0.48
18:36:21:523,-3.04,1.22,0.58
18:36:21:525,-2.92,0.69,0.77
18:36:21:533,-2.82,0.99,1.03
18:36:21:543,-2.77,1.87,1.13
18:36:21:555,-2.47,2.75,1.25
18:36:21:563,-2.35,3.34,1.28
18:36:21:574,-2.18,3.72,1.23
18:36:21:582,-2.16,3.47,1.15
18:36:21:593,-2.17,3.69,1.13
18:36:21:601,-2.03,3.18,0.91
18:36:21:640,-2.02,2.56,0.91
18:36:21:643,-1.96,1.94,1.00
18:36:21:645,-2.05,1.23,0.98
18:36:21:652,-1.91,1.18,1.15
18:36:21:657,-1.70,0.79,1.04
18:36:21:660,-1.52,1.38,1.23
18:36:21:673,-0.98,1.14,0.98
18:36:21:814,-0.89,1.22,0.94
18:36:21:816,-0.74,1.95,1.26
18:36:21:818,-0.63,1.69,1.21
18:36:21:820,-0.84,2.47,1.73
18:36:21:823,-0.77,2.56,1.93
18:36:21:826,-0.93,2.20,1.90
18:36:21:827,-1.09,2.04,1.90
18:36:21:828,-1.12,1.45,1.64
18:36:21:830,-1.22,1.20,1.47
18:36:21:832,-1.14,1.12,1.22
18:36:21:835,-1.06,1.07,0.95
18:36:21:839,-1.01,0.92,0.71
18:36:21:840,-0.29,0.74,0.94
18:36:21:842,-0.01,0.70,1.18
18:36:21:844,0.16,0.53,1.33
18:36:21:846,0.25,0.39,1.28
18:36:21:883,0.37,0.33,0.84
18:36:21:885,0.55,0.09,0.23
18:36:21:887,0.65,-0.09,-0.21
18:36:21:889,0.62,0.06,-0.23
18:36:21:926,0.47,0.40,0.07
18:36:21:928,0.18,0.84,0.48
18:36:21:930,-0.10,1.51,0.77
18:36:21:932,-0.33,1.93,1.12
18:36:21:934,-0.68,1.72,1.60
18:36:21:972,-0.92,1.41,2.50
18:36:21:975,-0.73,0.60,3.39
18:36:21:976,-0.66,-0.25,3.90
18:36:21:978,-0.52,-0.58,3.86
18:36:21:980,-0.28,-0.56,3.21
18:36:22:16,-0.16,-0.28,2.28
18:36:22:18,0.13,0.28,0.98
18:36:22:20,0.68,0.66,-0.45
18:36:22:22,1.05,0.90,-1.86
18:36:22:58,1.22,1.04,-3.01
18:36:22:60,1.36,0.74,-3.65
18:36:22:62,1.39,0.38,-3.50
18:36:22:63,1.40,-0.06,-2.08
18:36:22:97,1.45,-0.78,-1.58
18:36:22:99,1.42,-1.01,-1.26
18:36:22:100,1.05,-0.85,-0.99
18:36:22:102,0.70,-0.34,-1.37
18:36:22:138,0.08,0.29,-0.62
18:36:22:140,-0.43,0.83,0.56
18:36:22:142,-0.59,1.20,1.78
18:36:22:143,-0.59,1.10,2.96
18:36:22:146,-0.43,0.93,3.88
18:36:22:161,-0.22,0.37,4.31
18:36:22:165,-0.04,-0.19,4.21
18:36:22:202,0.08,-0.63,3.74
18:36:22:206,0.27,-0.77,3.30
18:36:22:209,0.38,-1.00,2.75
18:36:22:211,0.42,-1.18,2.13
18:36:22:214,0.37,-1.64,1.11
18:36:22:225,-0.07,-1.66,-0.18
18:36:22:250,-0.47,-0.66,-1.54
18:36:22:253,-0.46,0.50,-3.09
18:36:22:255,-0.33,1.65,-4.62
18:36:22:286,0.13,2.05,-5.59
18:36:22:290,0.72,1.44,-5.97
18:36:22:293,1.45,0.23,-4.78
18:36:22:296,2.13,0.07,-3.71
18:36:22:301,3.07,0.27,-2.93
18:36:22:311,3.59,0.35,-1.75
18:36:22:322,3.47,0.51,-1.06
18:36:22:353,3.20,0.06,0.71
18:36:22:358,1.95,-0.76,2.58
18:36:22:360,0.81,-1.19,3.57
18:36:22:362,-0.42,-1.41,4.08
18:36:22:416,-1.89,-1.53,4.62
18:36:22:420,-2.74,-1.04,5.74
18:36:22:424,-3.49,-0.43,7.20
18:36:22:426,-3.84,-0.17,8.52
18:36:22:429,-3.64,-0.26,9.47
18:36:22:431,-2.85,-0.89,9.00
18:36:22:433,-3.16,-0.71,7.86
18:36:22:441,-3.05,-0.90,5.74
18:36:22:478,-2.80,-0.26,2.84
18:36:22:483,-2.07,0.52,0.08
18:36:22:484,-0.07,0.29,-3.33
18:36:22:489,1.35,1.48,-5.41
18:36:22:492,2.48,2.40,-5.82
18:36:22:529,2.57,2.74,-6.80
18:36:22:532,1.94,3.01,-6.22
18:36:22:534,1.27,2.19,-5.36
18:36:22:536,0.67,1.04,-5.64
18:36:22:539,0.46,0.66,-4.56
18:36:22:575,0.63,0.49,-3.58
18:36:22:577,0.86,0.54,-3.26
18:36:22:579,1.20,0.53,-3.03
18:36:22:581,1.58,0.62,-3.19
18:36:22:583,1.66,0.46,-3.48
18:36:22:618,1.82,-0.02,-3.54
18:36:22:622,1.63,-0.28,-3.16
18:36:22:624,0.90,-0.60,-2.25
18:36:22:626,0.48,-1.29,-1.11
18:36:22:635,-0.36,-1.50,-0.23
18:36:22:677,-0.94,-1.83,0.78
18:36:22:680,-1.44,-2.12,1.78
18:36:22:683,-1.63,-1.89,2.99
18:36:22:820,-1.70,-0.94,4.83
18:36:22:822,-1.87,-0.03,6.72
18:36:22:824,-1.94,0.44,8.35
18:36:22:827,-1.87,0.29,9.09
18:36:22:828,-1.54,-0.80,8.86
18:36:22:830,-1.11,-0.80,7.55
18:36:22:832,-0.55,-0.87,5.42
18:36:22:834,-0.67,-0.71,3.72
18:36:22:836,-0.83,-0.43,2.01
18:36:22:838,-0.93,-1.07,0.28
18:36:22:839,-0.00,-0.27,-1.62
18:36:22:841,1.53,1.39,-3.69
18:36:22:843,2.32,-0.43,-7.31
18:36:22:845,1.44,-0.45,-7.20
18:36:22:847,0.78,-0.39,-6.13
18:36:22:884,0.37,0.11,-5.23
18:36:22:887,-0.36,0.18,-2.09
18:36:22:891,-1.08,-0.13,0.18
18:36:22:894,-1.40,-0.57,1.65
18:36:22:896,-1.28,-0.55,2.31
18:36:22:935,-0.83,-0.67,2.83
18:36:22:937,-0.20,-0.69,3.17
18:36:22:940,0.56,-0.78,3.38
18:36:22:943,1.15,-0.89,3.73
18:36:22:945,1.34,-1.09,4.14
18:36:22:985,1.11,-1.46,4.70
18:36:22:992,-0.11,-2.36,5.10
18:36:22:994,-1.64,-3.33,5.49
18:36:22:996,-2.39,-3.21,5.11
18:36:22:998,-2.91,-2.47,4.42
18:36:23:2,-2.65,-1.13,3.80
18:36:23:44,-1.63,0.02,2.46
18:36:23:46,-0.97,1.14,0.97
18:36:23:47,0.91,3.61,-0.68
18:36:23:49,3.60,5.10,-2.88
18:36:23:52,5.64,5.12,-5.01
18:36:23:59,7.04,1.93,-6.40
18:36:23:99,5.23,0.18,-7.23
18:36:23:101,2.58,-0.30,-5.91
18:36:23:103,0.99,-0.12,-5.91
18:36:23:105,-0.04,2.00,-4.71
18:36:23:108,-0.20,1.47,-3.70
18:36:23:148,-0.11,0.36,-3.59
18:36:23:150,-0.94,0.00,-1.69
18:36:23:152,-1.52,0.35,-0.11
18:36:23:153,-1.56,-0.13,1.82
18:36:23:197,-1.62,-0.57,3.30
18:36:23:199,-1.58,-0.70,4.89
18:36:23:203,-1.73,-1.05,5.89
18:36:23:208,-1.36,-1.50,6.70
18:36:23:210,-1.45,-1.77,7.39
18:36:23:212,-1.30,-1.48,6.90
18:36:23:215,-1.43,-0.75,6.83
18:36:23:259,-1.37,0.60,6.08
18:36:23:261,-0.80,1.95,4.13
18:36:23:264,-1.43,3.27,2.72
18:36:23:265,-1.61,3.19,0.57
18:36:23:267,-1.33,2.51,-1.74
18:36:23:310,-0.82,1.84,-3.35
18:36:23:313,0.46,0.65,-4.35
18:36:23:315,1.59,0.30,-5.08
18:36:23:316,2.51,0.02,-4.11
18:36:23:318,2.75,0.21,-3.99
18:36:23:364,2.80,0.50,-3.91
18:36:23:367,2.80,0.47,-3.80
18:36:23:369,2.57,0.56,-4.49
18:36:23:371,2.47,0.29,-3.61
18:36:23:376,2.18,-0.15,-2.75
18:36:23:380,1.60,-0.70,-2.17
18:36:23:383,0.58,-1.02,-1.36
18:36:23:436,0.05,-1.66,-0.03
18:36:23:439,-0.90,-2.14,1.20
18:36:23:442,-1.44,-1.71,3.04
18:36:23:446,-1.75,-1.04,4.43
18:36:23:451,-2.38,-0.24,4.96
18:36:23:454,-2.13,0.45,5.32
18:36:23:459,-1.93,0.73,4.75
18:36:23:461,-1.62,0.85,3.84
18:36:23:516,-1.34,1.01,2.67
18:36:23:519,-0.99,0.92,1.59
18:36:23:522,-0.83,0.85,0.68
18:36:23:527,-0.83,0.91,-0.08
18:36:23:529,-0.73,0.50,-0.56
18:36:23:531,-0.42,0.31,-1.07
18:36:23:532,-0.27,0.06,-1.41
18:36:23:588,0.12,-0.15,-1.68
18:36:23:594,0.35,0.03,-1.90
18:36:23:595,0.52,0.13,-1.76
18:36:23:597,1.16,0.02,-1.13
18:36:23:598,1.63,-0.25,-0.55
18:36:23:599,1.95,-0.56,-0.14
18:36:23:601,1.90,-0.78,-0.02
18:36:23:603,1.44,-0.81,-0.57
18:36:23:646,1.30,-0.89,-1.02
18:36:23:648,1.40,-0.70,-1.25
18:36:23:649,1.39,-0.38,-1.24
18:36:23:651,1.17,-0.13,-0.87
18:36:23:652,0.39,0.06,-0.31
18:36:23:697,-0.27,0.08,0.08
18:36:23:700,-0.55,-0.05,0.31
18:36:23:817,-0.66,-0.08,0.54
18:36:23:818,-0.49,-0.07,0.69
18:36:23:819,-0.51,-0.07,0.84
18:36:23:821,-0.63,0.01,0.91
18:36:23:822,-0.68,0.07,0.63
18:36:23:824,-0.69,0.19,0.26
18:36:23:825,-0.56,0.24,-0.07
18:36:23:827,-0.37,0.21,-0.38
18:36:23:829,-0.05,0.15,-0.51
18:36:23:830,0.20,0.04,-0.53
18:36:23:832,0.45,-0.07,-0.48
18:36:23:833,0.99,-0.17,-0.40
18:36:23:834,0.54,-0.34,0.79
18:36:23:836,-0.37,-0.31,1.29
18:36:23:838,-1.13,-0.19,1.69
18:36:23:879,-1.84,-0.08,2.17
18:36:23:882,-2.14,0.15,2.61
18:36:23:884,-2.12,0.50,2.93
18:36:23:886,-1.77,0.86,2.95
18:36:23:888,-1.13,0.91,2.50
18:36:23:902,-0.29,0.87,1.47
18:36:23:905,0.46,0.80,0.03
18:36:23:953,1.07,0.62,-1.61
18:36:23:955,1.46,0.72,-3.20
18:36:23:957,1.54,0.79,-4.59
18:36:23:960,1.50,0.82,-5.68
18:36:23:963,1.52,0.82,-6.45
18:36:23:965,1.59,0.52,-6.42
18:36:24:8,1.56,-0.19,-6.25
18:36:24:12,1.44,-0.14,-5.57
18:36:24:14,0.84,-0.36,-4.41
18:36:24:15,0.40,-0.17,-3.20
18:36:24:17,-0.15,0.26,-1.56
18:36:24:62,-0.76,-0.28,-0.13
18:36:24:64,-0.99,-0.65,1.11
18:36:24:66,-1.48,-1.35,2.39
18:36:24:68,-1.94,-1.94,3.83
18:36:24:70,-2.27,-2.42,5.59
18:36:24:72,-2.46,-2.54,7.34
18:36:24:116,-2.45,-2.22,8.27
18:36:24:119,-1.84,-2.33,8.43
18:36:24:121,-1.61,-2.85,9.02
18:36:24:124,-1.51,-3.14,8.67
18:36:24:128,-1.06,-1.01,7.85
18:36:24:130,-0.54,1.57,7.33
18:36:24:177,0.16,2.95,4.78
18:36:24:180,0.96,4.43,1.82
18:36:24:181,0.78,2.58,-1.36
18:36:24:183,0.19,0.53,-5.72
18:36:24:185,-0.20,0.65,-9.23
18:36:24:187,-0.84,0.03,-11.02
18:36:24:200,-0.34,0.01,-10.21
18:36:24:205,-0.67,0.32,-9.74
18:36:24:253,-0.12,-0.30,-7.91
18:36:24:256,0.55,-0.53,-5.69
18:36:24:260,0.66,-0.68,-4.35
18:36:24:262,1.35,-1.03,-0.99
18:36:24:265,0.92,-0.94,1.54
18:36:24:268,0.43,-1.20,3.20
18:36:24:277,-0.08,-1.15,3.84
18:36:24:323,-0.31,-0.68,3.78
18:36:24:330,-0.34,0.01,3.25
18:36:24:333,-0.38,0.76,2.54
18:36:24:337,-0.22,0.99,2.08
18:36:24:338,0.41,0.56,1.86
18:36:24:340,1.00,0.06,1.40
18:36:24:343,1.54,-0.11,0.54
18:36:24:388,1.58,0.02,-0.42
18:36:24:393,0.76,0.36,-1.22
18:36:24:397,0.07,0.54,-1.34
18:36:24:402,-0.26,0.56,-0.92
18:36:24:404,-0.22,0.43,-0.17
18:36:24:406,0.15,0.33,0.60
18:36:24:450,0.44,0.21,1.22
18:36:24:453,0.37,0.03,1.59
18:36:24:454,0.19,0.02,1.72
18:36:24:456,0.02,0.02,1.73
18:36:24:461,-0.34,-0.03,1.52
18:36:24:463,-0.65,0.07,0.84
18:36:24:512,-0.82,0.18,0.03
18:36:24:515,-1.03,0.27,-0.99
18:36:24:517,-1.03,0.44,-1.80
18:36:24:519,-0.89,0.44,-1.93
18:36:24:520,-0.73,0.31,-1.78
18:36:24:522,-0.51,0.21,-1.30
18:36:24:569,-0.17,0.07,-0.62
18:36:24:572,0.17,-0.08,0.08
18:36:24:575,0.44,-0.25,0.67
18:36:24:577,0.68,-0.37,1.02
18:36:24:579,0.82,-0.40,1.08
18:36:24:581,0.89,-0.36,0.92
18:36:24:591,0.79,-0.33,0.61
18:36:24:596,0.68,-0.24,0.20
18:36:24:604,0.52,-0.18,-0.17
18:36:24:646,0.35,-0.18,-0.41
18:36:24:648,0.33,-0.15,-0.51
18:36:24:651,0.32,-0.18,-0.44
18:36:24:654,0.39,-0.24,-0.24
18:36:24:655,0.52,-0.25,-0.01
18:36:24:665,0.64,-0.25,0.21
18:36:24:796,0.69,-0.26,0.34
18:36:24:799,0.67,-0.24,0.37
18:36:24:801,0.59,-0.22,0.30
18:36:24:803,0.48,-0.19,0.16
18:36:24:805,0.32,-0.16,0.02
18:36:24:807,0.15,-0.13,-0.09
18:36:24:809,-0.01,-0.11,-0.14
18:36:24:811,-0.13,-0.09,-0.11
18:36:24:813,-0.18,-0.05,-0.03
18:36:24:815,-0.19,-0.03,0.08
18:36:24:817,-0.19,-0.03,0.19
18:36:24:819,-0.21,-0.01,0.28
18:36:24:820,-0.32,0.04,0.35
18:36:24:823,-0.39,0.07,0.34
18:36:24:825,-0.48,0.09,0.30
18:36:24:827,-0.57,0.10,0.26
18:36:24:871,-0.60,0.10,0.22
18:36:24:874,-0.61,0.10,0.19
18:36:24:878,-0.58,0.10,0.19
18:36:24:880,-0.51,0.09,0.20
18:36:24:882,-0.44,0.07,0.21
18:36:24:922,-0.35,0.06,0.21
18:36:24:926,-0.26,0.04,0.20
18:36:24:928,-0.19,0.04,0.16
18:36:24:930,-0.14,0.02,0.12
18:36:24:931,-0.16,-0.03,0.08
18:36:24:934,-0.12,-0.03,0.05
18:36:24:980,-0.07,-0.01,0.01
18:36:24:984,-0.06,-0.02,-0.01
18:36:24:985,0.01,0.02,-0.02
18:36:24:987,0.04,0.01,-0.04
18:36:24:989,0.05,-0.01,-0.01
18:36:24:997,0.07,-0.01,0.00
18:36:25:2,0.08,-0.01,0.01
18:36:25:47,0.06,-0.02,0.01
18:36:25:50,0.03,-0.02,0.01
18:36:25:52,0.01,-0.01,-0.01
18:36:25:53,0.00,-0.00,-0.02
18:36:25:55,-0.01,0.01,-0.03
18:36:25:64,-0.02,0.02,-0.02
18:36:25:70,-0.04,0.02,-0.02
18:36:25:114,-0.05,0.01,0.02
18:36:25:118,-0.06,0.02,0.03
18:36:25:119,-0.06,0.02,0.04
18:36:25:122,-0.05,0.02,0.04
18:36:25:123,-0.07,0.04,0.02
18:36:25:140,-0.07,0.03,0.01
18:36:25:147,-0.07,0.04,0.01
18:36:25:149,-0.08,0.04,-0.00
18:36:25:164,-0.08,0.03,0.00
18:36:25:167,-0.07,0.04,0.01
18:36:25:179,-0.06,0.03,0.00
18:36:25:187,-0.04,0.03,0.01
18:36:25:239,-0.01,0.03,0.00
18:36:25:241,0.01,0.02,-0.01
18:36:25:247,0.02,0.01,-0.00
18:36:25:249,0.01,0.00,-0.00
18:36:25:250,0.00,0.00,0.01
18:36:25:251,-0.01,0.00,0.01
18:36:25:261,-0.02,-0.01,0.03
18:36:25:264,-0.05,-0.02,0.05
18:36:25:274,-0.02,0.01,0.05
18:36:25:286,-0.02,0.02,0.06
18:36:25:334,-0.04,0.03,0.04
18:36:25:337,-0.01,0.04,-0.00
18:36:25:339,-0.04,0.02,-0.02
18:36:25:340,-0.05,0.01,-0.02
18:36:25:342,-0.04,0.02,-0.03
18:36:25:344,-0.05,0.02,-0.01
18:36:25:352,-0.06,-0.00,0.01
18:36:25:368,-0.14,-0.08,0.03
18:36:25:371,-0.11,-0.06,0.04
18:36:25:381,-0.08,-0.00,0.04
18:36:25:391,-0.09,0.01,0.04
18:36:25:435,-0.02,0.07,0.01
18:36:25:438,-0.03,0.05,-0.01
18:36:25:440,-0.04,0.01,-0.02
18:36:25:442,-0.00,-0.00,-0.02
18:36:25:444,0.02,-0.01,-0.02
18:36:25:452,-0.00,-0.05,0.02
18:36:25:460,-0.04,-0.07,0.04
18:36:25:470,0.01,-0.01,0.04
18:36:25:483,0.00,0.00,0.04
18:36:25:488,0.02,0.04,-0.00
18:36:25:530,0.06,0.05,-0.04
18:36:25:532,0.03,0.00,-0.07
18:36:25:533,0.07,0.00,-0.08
18:36:25:535,0.07,-0.01,-0.07
18:36:25:537,0.06,-0.03,-0.05
18:36:25:549,0.02,-0.04,-0.02
18:36:25:556,-0.08,-0.08,-0.00
18:36:25:566,-0.06,-0.04,-0.00
18:36:25:575,-0.02,0.01,-0.02
18:36:25:619,-0.02,0.02,-0.04
18:36:25:622,0.05,0.05,-0.06
18:36:25:625,0.04,0.03,-0.08
18:36:25:628,0.03,0.00,-0.05
18:36:25:629,0.04,0.00,-0.03
18:36:25:636,0.03,0.00,-0.02
18:36:25:643,-0.01,-0.02,0.00
18:36:25:790,-0.03,-0.03,-0.00
18:36:25:792,-0.09,-0.09,0.02
18:36:25:794,-0.11,-0.08,0.05
18:36:25:795,-0.09,-0.08,0.07
18:36:25:797,-0.23,-0.30,0.48
18:36:25:799,-0.67,-0.42,0.72
18:36:25:801,-0.50,-0.26,0.92
18:36:25:802,-0.57,0.12,0.91
18:36:25:805,-0.51,0.41,0.34
18:36:25:806,-0.26,0.63,-0.17
18:36:25:807,-0.55,0.52,-0.71
18:36:25:809,-0.49,0.28,-0.98
18:36:25:811,-0.13,-0.13,0.03
18:36:25:812,-0.05,-0.21,0.22
18:36:25:821,0.09,-0.18,0.19
18:36:25:834,0.26,-0.08,0.03
18:36:25:838,0.35,-0.05,-0.18
18:36:25:887,0.35,-0.04,-0.37
18:36:25:890,0.37,-0.04,-0.48
18:36:25:891,0.40,-0.02,-0.50
18:36:25:892,0.41,-0.04,-0.45
18:36:25:898,0.40,-0.11,-0.33
18:36:25:900,0.36,-0.16,-0.21
18:36:25:908,0.31,-0.17,-0.10
18:36:25:949,0.27,-0.13,-0.04
18:36:25:952,0.20,-0.10,-0.03
18:36:25:954,0.11,-0.08,-0.06
18:36:25:956,0.01,-0.07,-0.09
18:36:25:957,-0.09,-0.07,-0.12
18:36:25:969,-0.18,-0.09,-0.12
18:36:25:973,-0.28,-0.09,-0.09
18:36:25:983,-0.31,-0.07,-0.04
18:36:25:993,-0.27,-0.03,-0.01
18:36:26:34,-0.22,0.03,0.01
