time,x,y,z
18:12:11:888,-0.15,0.03,0.03
18:12:11:891,-0.11,0.00,0.03
18:12:12:35,-0.08,-0.04,0.02
18:12:12:38,-0.06,-0.07,0.02
18:12:12:41,-0.04,-0.10,0.01
18:12:12:44,-0.05,-0.10,0.00
18:12:12:47,-0.05,-0.06,0.01
18:12:12:50,-0.05,-0.03,0.01
18:12:12:53,-0.04,-0.00,0.01
18:12:12:57,-0.04,0.00,-0.00
18:12:12:61,-0.05,0.00,-0.05
18:12:12:63,-0.07,-0.01,-0.10
18:12:12:66,-0.09,-0.01,-0.12
18:12:12:68,-0.10,0.00,-0.13
18:12:12:71,-0.12,-0.10,-0.17
18:12:12:74,-0.14,-0.11,-0.17
18:12:12:76,-0.16,-0.08,-0.16
18:12:12:79,-0.17,-0.04,-0.15
18:12:12:82,-0.19,0.00,-0.15
18:12:12:89,-0.18,0.00,-0.17
18:12:12:98,-0.17,-0.02,-0.20
18:12:12:108,-0.17,-0.04,-0.20
18:12:12:118,-0.15,-0.03,-0.21
18:12:12:128,-0.14,-0.01,-0.21
18:12:12:137,-0.13,0.01,-0.22
18:12:12:147,-0.10,0.01,-0.24
18:12:12:157,-0.07,-0.00,-0.25
18:12:12:167,-0.04,-0.00,-0.25
18:12:12:176,-0.02,0.00,-0.24
18:12:12:186,0.02,0.00,-0.23
18:12:12:196,0.04,0.00,-0.22
18:12:12:206,0.05,-0.01,-0.22
18:12:12:215,0.07,-0.00,-0.21
18:12:12:225,0.08,-0.00,-0.21
18:12:12:235,0.08,-0.01,-0.21
18:12:12:244,0.10,-0.03,-0.23
18:12:12:255,0.13,-0.05,-0.25
18:12:12:264,0.13,-0.08,-0.26
18:12:12:277,0.12,-0.08,-0.28
18:12:12:287,0.11,-0.10,-0.27
18:12:12:295,0.09,-0.12,-0.26
18:12:12:309,0.08,-0.11,-0.25
18:12:12:312,0.08,-0.10,-0.24
18:12:12:315,0.08,-0.06,-0.23
18:12:12:325,0.08,-0.02,-0.22
18:12:12:338,0.07,-0.02,-0.22
18:12:12:340,0.06,-0.02,-0.22
18:12:12:344,0.06,-0.03,-0.23
18:12:12:357,0.06,-0.04,-0.24
18:12:12:361,0.07,-0.04,-0.24
18:12:12:364,0.08,-0.05,-0.23
18:12:12:372,0.09,-0.06,-0.23
18:12:12:383,0.10,-0.07,-0.22
18:12:12:396,0.12,-0.07,-0.21
18:12:12:399,0.14,-0.06,-0.22
18:12:12:402,0.15,-0.05,-0.22
18:12:12:416,0.17,-0.03,-0.22
18:12:12:419,0.18,-0.03,-0.22
18:12:12:422,0.18,-0.02,-0.21
18:12:12:437,0.19,-0.01,-0.19
18:12:12:440,0.20,0.00,-0.17
18:12:12:442,0.18,0.01,-0.15
18:12:12:452,0.18,0.02,-0.14
18:12:12:465,0.16,0.04,-0.13
18:12:12:468,0.15,0.05,-0.13
18:12:12:471,0.17,0.07,-0.12
18:12:12:484,0.17,0.08,-0.11
18:12:12:487,0.18,0.09,-0.10
18:12:12:490,0.18,0.09,-0.09
18:12:12:503,0.18,0.07,-0.10
18:12:12:506,0.17,0.06,-0.11
18:12:12:509,0.17,0.03,-0.13
18:12:12:519,0.19,0.02,-0.15
18:12:12:532,0.21,0.04,-0.16
18:12:12:535,0.23,0.06,-0.16
18:12:12:538,0.26,0.10,-0.14
18:12:12:552,0.28,0.13,-0.13
18:12:12:554,0.29,0.14,-0.11
18:12:12:558,0.30,0.13,-0.11
18:12:12:572,0.30,0.09,-0.14
18:12:12:575,0.30,0.05,-0.16
18:12:12:578,0.27,0.02,-0.18
18:12:12:591,0.25,-0.00,-0.19
18:12:12:593,0.23,-0.01,-0.20
18:12:12:597,0.21,-0.01,-0.20
18:12:12:610,0.22,-0.02,-0.21
18:12:12:613,0.24,-0.03,-0.20
18:12:12:616,0.25,-0.05,-0.20
18:12:12:630,0.23,-0.07,-0.19
18:12:12:634,0.20,-0.08,-0.19
18:12:12:636,0.17,-0.08,-0.15
18:12:12:647,0.12,-0.06,-0.11
18:12:12:658,0.10,-0.02,-0.04
18:12:12:661,0.08,0.02,0.02
18:12:12:664,0.09,0.03,0.05
18:12:12:678,0.12,0.03,0.09
18:12:12:682,0.13,0.02,0.10
18:12:12:685,0.15,0.03,0.12
18:12:12:698,0.16,0.04,0.15
18:12:12:700,0.17,0.06,0.16
18:12:12:704,0.19,0.07,0.17
18:12:12:717,0.20,0.08,0.19
18:12:12:888,0.20,0.09,0.20
18:12:12:890,0.20,0.10,0.22
18:12:12:893,0.21,0.15,0.24
18:12:12:896,0.24,0.21,0.27
18:12:12:899,0.28,0.25,0.28
18:12:12:901,0.31,0.27,0.28
18:12:12:904,0.31,0.25,0.27
18:12:12:907,0.28,0.19,0.26
18:12:12:910,0.25,0.16,0.24
18:12:12:912,0.21,0.12,0.23
18:12:12:915,0.19,0.07,0.19
18:12:12:918,0.16,0.01,0.12
18:12:12:921,-0.21,-0.22,-0.11
18:12:12:924,-0.26,-0.12,-0.03
18:12:12:927,-0.26,-0.04,0.02
18:12:12:929,-0.24,0.03,0.04
18:12:12:939,-0.22,0.08,0.04
18:12:12:950,-0.18,0.13,0.04
18:12:12:953,-0.15,0.16,0.05
18:12:12:956,-0.11,0.19,0.06
18:12:12:970,-0.06,0.22,0.11
18:12:12:973,-0.04,0.24,0.13
18:12:12:976,-0.00,0.28,0.19
18:12:12:990,0.02,0.30,0.24
18:12:12:994,0.04,0.32,0.28
18:12:12:996,0.07,0.32,0.32
18:12:13:9,0.11,0.28,0.35
18:12:13:11,0.13,0.25,0.37
18:12:13:15,0.17,0.20,0.39
18:12:13:29,0.21,0.16,0.40
18:12:13:32,0.23,0.13,0.41
18:12:13:35,0.26,0.09,0.42
18:12:13:47,0.30,0.06,0.44
18:12:13:56,0.33,0.03,0.43
18:12:13:67,0.37,0.01,0.43
18:12:13:72,0.39,0.00,0.43
18:12:13:74,0.38,0.01,0.42
18:12:13:85,0.36,0.02,0.40
18:12:13:95,0.33,0.03,0.35
18:12:13:104,0.27,0.01,0.29
18:12:13:115,0.21,-0.02,0.21
18:12:13:118,0.15,-0.04,0.15
18:12:13:122,0.12,-0.07,0.08
18:12:13:136,0.10,-0.08,0.04
18:12:13:138,0.10,-0.09,0.01
18:12:13:142,0.08,-0.08,-0.03
18:12:13:155,0.04,-0.09,-0.07
18:12:13:158,0.01,-0.09,-0.11
18:12:13:161,-0.03,-0.11,-0.16
18:12:13:172,-0.08,-0.14,-0.16
18:12:13:185,-0.17,-0.10,-0.12
18:12:13:187,-0.25,-0.07,-0.07
18:12:13:192,-0.35,0.01,-0.01
18:12:13:199,-0.42,0.08,0.03
18:12:13:209,-0.46,0.10,0.01
18:12:13:223,-0.49,0.11,-0.05
18:12:13:229,-0.50,0.11,-0.12
18:12:13:232,-0.48,0.10,-0.18
18:12:13:241,-0.45,0.10,-0.24
18:12:13:263,-0.42,0.07,-0.27
18:12:13:267,-0.39,0.04,-0.31
18:12:13:269,-0.37,-0.02,-0.35
18:12:13:282,-0.36,-0.09,-0.37
18:12:13:284,-0.35,-0.12,-0.39
18:12:13:288,-0.33,-0.16,-0.40
18:12:13:301,-0.31,-0.17,-0.41
18:12:13:303,-0.29,-0.17,-0.43
18:12:13:307,-0.27,-0.16,-0.41
18:12:13:321,-0.25,-0.13,-0.38
18:12:13:324,-0.23,-0.10,-0.34
18:12:13:327,-0.21,-0.07,-0.29
18:12:13:341,-0.16,-0.03,-0.27
18:12:13:344,-0.12,-0.01,-0.25
18:12:13:347,-0.07,0.01,-0.24
18:12:13:359,-0.02,0.02,-0.23
18:12:13:362,0.01,0.02,-0.23
18:12:13:365,0.05,0.02,-0.21
18:12:13:379,0.09,0.02,-0.19
18:12:13:383,0.12,0.02,-0.17
18:12:13:385,0.17,0.02,-0.15
18:12:13:401,0.21,0.02,-0.13
18:12:13:404,0.26,0.02,-0.10
18:12:13:413,0.33,0.03,-0.06
18:12:13:423,0.39,0.03,-0.01
18:12:13:432,0.45,0.05,0.03
18:12:13:446,0.47,0.07,0.07
18:12:13:452,0.47,0.09,0.09
18:12:13:455,0.47,0.10,0.12
18:12:13:467,0.48,0.08,0.15
18:12:13:471,0.50,0.06,0.17
18:12:13:474,0.52,0.04,0.19
18:12:13:483,0.52,0.02,0.19
18:12:13:496,0.50,0.01,0.21
18:12:13:498,0.48,0.01,0.24
18:12:13:502,0.46,0.01,0.25
18:12:13:513,0.45,0.02,0.24
18:12:13:520,0.44,0.03,0.23
18:12:13:532,0.41,0.04,0.22
18:12:13:542,0.35,0.06,0.21
18:12:13:551,0.28,0.09,0.21
18:12:13:748,0.22,0.12,0.19
18:12:13:751,0.17,0.15,0.17
18:12:13:755,0.14,0.17,0.15
18:12:13:758,0.11,0.18,0.12
18:12:13:760,0.08,0.20,0.10
18:12:13:764,0.03,0.19,0.08
18:12:13:766,-0.02,0.16,0.06
18:12:13:769,-0.05,0.11,0.05
18:12:13:773,-0.08,0.06,0.04
18:12:13:775,-0.09,0.02,0.03
18:12:13:777,-0.11,-0.01,0.01
18:12:13:780,-0.13,-0.05,-0.00
18:12:13:784,0.04,-0.17,-0.03
18:12:13:786,0.08,-0.14,-0.01
18:12:13:788,0.11,-0.11,-0.00
18:12:13:792,0.12,-0.08,0.00
18:12:13:795,0.15,-0.06,0.01
18:12:13:802,0.15,-0.05,0.01
18:12:13:812,0.15,-0.04,0.01
18:12:13:822,0.15,-0.03,0.03
18:12:13:831,0.13,-0.01,0.04
18:12:13:841,0.12,0.02,0.05
18:12:13:851,0.10,0.03,0.06
18:12:13:860,0.08,0.04,0.05
18:12:13:870,0.05,0.03,0.04
18:12:13:881,0.01,0.00,0.03
18:12:13:889,-0.02,-0.02,0.03
18:12:13:899,-0.07,-0.05,0.03
18:12:13:908,-0.11,-0.06,0.03
18:12:13:918,-0.15,-0.07,0.02
18:12:13:928,-0.18,-0.09,0.02
18:12:13:938,-0.21,-0.11,0.02
18:12:13:947,-0.25,-0.13,0.00
18:12:13:957,-0.28,-0.14,-0.01
18:12:13:967,-0.30,-0.14,-0.03
18:12:13:976,-0.31,-0.14,-0.06
18:12:13:986,-0.32,-0.14,-0.07
18:12:13:996,-0.33,-0.14,-0.08
18:12:14:5,-0.34,-0.12,-0.10
18:12:14:15,-0.35,-0.08,-0.10
18:12:14:25,-0.35,-0.05,-0.11
18:12:14:35,-0.34,-0.02,-0.11
18:12:14:44,-0.31,-0.02,-0.13
18:12:14:54,-0.28,-0.03,-0.17
18:12:14:64,-0.24,-0.04,-0.20
18:12:14:75,-0.21,-0.05,-0.23
18:12:14:86,-0.19,-0.05,-0.22
18:12:14:96,-0.16,-0.03,-0.23
18:12:14:106,-0.14,-0.04,-0.22
18:12:14:115,-0.12,-0.05,-0.21
18:12:14:124,-0.11,-0.06,-0.21
18:12:14:135,-0.10,-0.06,-0.19
18:12:14:144,-0.08,-0.05,-0.20
18:12:14:157,-0.07,-0.04,-0.19
18:12:14:159,-0.05,-0.03,-0.19
18:12:14:163,-0.02,-0.01,-0.20
18:12:14:172,-0.01,-0.00,-0.20
18:12:14:182,0.01,-0.01,-0.23
18:12:14:196,0.02,-0.01,-0.25
18:12:14:197,0.02,-0.01,-0.27
18:12:14:202,0.03,-0.00,-0.27
18:12:14:215,0.02,0.02,-0.26
18:12:14:217,0.03,0.03,-0.25
18:12:14:221,0.04,0.05,-0.22
18:12:14:235,0.04,0.08,-0.21
18:12:14:236,0.04,0.10,-0.20
18:12:14:241,0.06,0.11,-0.20
18:12:14:254,0.05,0.10,-0.22
18:12:14:256,0.05,0.09,-0.22
18:12:14:261,0.05,0.08,-0.22
18:12:14:270,0.03,0.09,-0.22
18:12:14:284,0.04,0.12,-0.21
18:12:14:285,0.04,0.15,-0.20
18:12:14:289,0.05,0.17,-0.18
18:12:14:303,0.05,0.18,-0.16
18:12:14:305,0.04,0.18,-0.15
18:12:14:309,0.04,0.18,-0.13
18:12:14:323,0.03,0.17,-0.12
18:12:14:325,0.04,0.16,-0.11
18:12:14:328,0.05,0.14,-0.11
18:12:14:338,0.05,0.12,-0.12
18:12:14:339,0.05,0.11,-0.11
18:12:14:349,0.05,0.09,-0.09
18:12:14:359,0.06,0.09,-0.07
18:12:14:371,0.06,0.08,-0.06
18:12:14:373,0.06,0.07,-0.05
18:12:14:377,0.07,0.07,-0.05
18:12:14:391,0.06,0.07,-0.03
18:12:14:392,0.06,0.09,-0.02
18:12:14:397,0.06,0.11,0.01
18:12:14:410,0.06,0.10,0.03
18:12:14:412,0.07,0.09,0.05
18:12:14:417,0.08,0.08,0.07
18:12:14:430,0.07,0.06,0.07
18:12:14:436,0.08,0.07,0.08
18:12:14:449,0.09,0.06,0.09
18:12:14:451,0.09,0.06,0.11
18:12:14:455,0.09,0.04,0.12
18:12:14:468,0.09,0.02,0.13
18:12:14:470,0.08,0.01,0.12
18:12:14:545,0.08,-0.01,0.11
18:12:14:547,0.10,-0.01,0.12
18:12:14:548,0.10,-0.02,0.13
18:12:14:549,0.10,-0.03,0.14
18:12:14:552,0.09,-0.03,0.14
18:12:14:553,0.07,-0.04,0.14
18:12:14:555,0.05,-0.07,0.13
18:12:14:556,0.02,-0.08,0.12
18:12:14:557,0.01,-0.10,0.13
18:12:14:563,0.00,-0.10,0.13
18:12:14:572,-0.01,-0.10,0.14
18:12:14:585,-0.02,-0.08,0.14
18:12:14:587,-0.04,-0.06,0.12
18:12:14:592,-0.05,-0.06,0.10
18:12:14:605,-0.06,-0.07,0.09
18:12:14:606,-0.06,-0.08,0.09
18:12:14:611,-0.07,-0.10,0.08
18:12:14:620,-0.06,-0.11,0.09
18:12:14:630,-0.06,-0.11,0.08
18:12:14:639,-0.06,-0.12,0.05
18:12:14:653,-0.06,-0.13,0.03
18:12:14:656,-0.07,-0.13,0.01
18:12:14:659,-0.08,-0.14,-0.02
18:12:14:673,-0.08,-0.14,-0.03
18:12:14:674,-0.08,-0.13,-0.04
18:12:14:679,-0.07,-0.12,-0.05
18:12:14:692,-0.06,-0.13,-0.04
18:12:14:694,-0.05,-0.13,-0.04
18:12:14:698,-0.04,-0.15,-0.03
18:12:14:712,-0.03,-0.15,-0.04
18:12:14:713,-0.02,-0.14,-0.04
18:12:14:718,-0.00,-0.10,-0.05
18:12:14:731,0.01,-0.07,-0.05
18:12:14:732,0.01,-0.06,-0.05
18:12:14:738,0.01,-0.05,-0.06
18:12:14:746,0.02,-0.07,-0.06
18:12:14:756,0.04,-0.07,-0.06
18:12:14:769,0.06,-0.05,-0.07
18:12:14:771,0.08,-0.03,-0.09
18:12:14:777,0.08,0.01,-0.10
18:12:14:790,0.08,0.04,-0.12
18:12:14:791,0.09,0.05,-0.13
18:12:14:796,0.09,0.06,-0.14
18:12:14:808,0.09,0.05,-0.15
18:12:14:810,0.09,0.04,-0.15
18:12:14:817,0.08,0.02,-0.16
18:12:14:828,0.07,-0.02,-0.16
18:12:14:830,0.07,-0.04,-0.16
18:12:14:835,0.06,-0.06,-0.16
18:12:14:846,0.05,-0.04,-0.14
18:12:14:858,0.04,-0.02,-0.13
18:12:14:859,0.03,0.00,-0.11
18:12:14:863,0.01,0.03,-0.11
18:12:14:877,-0.00,0.04,-0.11
18:12:14:879,-0.02,0.05,-0.11
18:12:14:884,-0.03,0.05,-0.10
18:12:14:897,-0.02,0.05,-0.11
18:12:14:898,-0.01,0.05,-0.13
18:12:14:902,0.00,0.07,-0.12
18:12:14:912,-0.01,0.10,-0.13
18:12:14:926,-0.02,0.11,-0.12
18:12:14:927,-0.03,0.12,-0.10
18:12:14:932,-0.02,0.11,-0.11
18:12:14:945,-0.01,0.08,-0.09
18:12:14:947,-0.01,0.06,-0.08
18:12:14:952,-0.01,0.05,-0.05
18:12:14:963,-0.03,0.06,0.01
18:12:14:975,-0.01,0.09,0.06
18:12:14:977,0.01,0.12,0.11
18:12:14:981,0.02,0.14,0.16
18:12:14:992,0.03,0.14,0.15
18:12:15:2,0.02,0.10,0.13
18:12:15:10,0.03,0.01,0.10
18:12:15:21,0.06,-0.12,0.10
18:12:15:31,0.11,-0.24,0.14
18:12:15:41,0.15,-0.38,0.18
18:12:15:49,0.18,-0.48,0.25
18:12:15:61,0.20,-0.55,0.32
18:12:15:69,0.21,-0.60,0.37
18:12:15:80,0.25,-0.60,0.42
18:12:15:89,0.31,-0.61,0.42
18:12:15:99,0.40,-0.69,0.36
18:12:15:109,0.49,-0.84,0.30
18:12:15:119,0.57,-1.05,0.26
18:12:15:128,0.65,-1.27,0.22
18:12:15:138,0.73,-1.43,0.22
18:12:15:149,0.75,-1.56,0.25
18:12:15:157,0.77,-1.69,0.27
18:12:15:170,0.74,-1.79,0.27
18:12:15:175,0.70,-1.87,0.27
18:12:15:178,0.65,-1.91,0.21
18:12:15:187,0.56,-1.89,0.14
18:12:15:196,0.45,-1.83,0.12
18:12:15:208,0.36,-1.75,0.06
18:12:15:211,0.29,-1.66,0.04
18:12:15:215,0.23,-1.62,-0.03
18:12:15:225,0.21,-1.66,-0.15
18:12:15:238,0.17,-1.76,-0.27
18:12:15:243,0.14,-1.87,-0.40
18:12:15:245,0.17,-2.00,-0.50
18:12:15:411,0.22,-2.09,-0.54
18:12:15:414,0.25,-2.14,-0.52
18:12:15:418,0.27,-2.18,-0.49
18:12:15:421,0.28,-2.18,-0.42
18:12:15:424,0.26,-2.15,-0.39
18:12:15:428,0.24,-2.04,-0.32
18:12:15:431,0.24,-1.87,-0.21
18:12:15:434,0.25,-1.66,-0.10
18:12:15:437,0.33,-1.47,-0.00
18:12:15:441,0.46,-1.39,-0.01
18:12:15:444,0.57,-1.36,-0.06
18:12:15:448,0.66,-1.38,-0.11
18:12:15:450,0.20,-0.95,0.11
18:12:15:453,0.09,-0.98,0.13
18:12:15:457,0.00,-0.95,0.06
18:12:15:459,-0.10,-0.81,-0.02
18:12:15:462,-0.20,-0.54,-0.10
18:12:15:468,-0.30,-0.17,-0.14
18:12:15:481,-0.39,0.20,-0.11
18:12:15:485,-0.43,0.50,-0.07
18:12:15:487,-0.44,0.68,-0.04
18:12:15:500,-0.44,0.79,-0.02
18:12:15:504,-0.46,0.84,-0.01
18:12:15:507,-0.48,0.92,0.03
18:12:15:520,-0.54,1.05,0.10
18:12:15:524,-0.60,1.16,0.16
18:12:15:527,-0.70,1.32,0.23
18:12:15:540,-0.82,1.49,0.25
18:12:15:545,-0.90,1.63,0.26
18:12:15:548,-1.00,1.76,0.25
18:12:15:556,-1.07,1.84,0.26
18:12:15:568,-1.11,1.85,0.30
18:12:15:572,-1.15,1.86,0.33
18:12:15:575,-1.16,1.87,0.42
18:12:15:586,-1.14,1.90,0.56
18:12:15:608,-1.04,2.02,0.69
18:12:15:614,-0.94,2.14,0.82
18:12:15:617,-0.81,2.27,0.90
18:12:15:624,-0.68,2.32,0.93
18:12:15:634,-0.59,2.19,1.03
18:12:15:644,-0.48,2.05,1.15
18:12:15:654,-0.39,1.95,1.32
18:12:15:661,-0.28,1.90,1.45
18:12:15:676,-0.14,1.92,1.44
18:12:15:681,-0.01,1.95,1.39
18:12:15:683,0.13,1.98,1.31
18:12:15:694,0.30,2.03,1.35
18:12:15:702,0.51,2.08,1.49
18:12:15:711,0.77,2.09,1.63
18:12:15:725,1.03,2.08,1.78
18:12:15:729,1.23,2.00,1.83
18:12:15:733,1.37,1.97,1.87
18:12:15:742,1.50,2.00,1.91
18:12:15:750,1.62,2.05,1.93
18:12:15:759,1.77,2.14,1.95
18:12:15:768,1.91,2.22,1.98
18:12:15:783,2.03,2.31,2.02
18:12:15:788,2.12,2.35,2.07
18:12:15:792,2.19,2.39,2.16
18:12:15:799,2.26,2.41,2.19
18:12:15:810,2.33,2.42,2.20
18:12:15:818,2.41,2.47,2.21
18:12:15:832,2.48,2.46,2.18
18:12:15:836,2.53,2.44,2.14
18:12:15:845,2.55,2.38,2.11
18:12:15:849,2.54,2.29,2.09
18:12:15:861,2.51,2.25,2.08
18:12:15:866,2.49,2.25,2.08
18:12:15:875,2.45,2.24,2.07
18:12:15:887,2.42,2.26,2.06
18:12:15:896,2.41,2.28,2.08
18:12:15:909,2.42,2.32,2.13
18:12:15:913,2.43,2.35,2.18
18:12:15:916,2.47,2.39,2.22
18:12:15:925,2.51,2.41,2.22
18:12:15:939,2.53,2.36,2.21
18:12:15:943,2.56,2.32,2.19
18:12:15:946,2.58,2.28,2.18
18:12:15:956,2.60,2.21,2.13
18:12:15:964,2.60,2.17,2.06
18:12:15:978,2.59,2.14,2.02
18:12:15:982,2.54,2.12,1.97
18:12:15:985,2.48,2.10,1.93
18:12:15:995,2.42,2.08,1.93
18:12:16:4,2.39,2.08,1.93
18:12:16:13,2.41,2.09,1.93
18:12:16:26,2.45,2.14,1.95
18:12:16:30,2.47,2.15,1.93
18:12:16:33,2.49,2.15,1.87
18:12:16:45,2.47,2.11,1.80
18:12:16:49,2.43,2.04,1.70
18:12:16:53,2.39,1.99,1.61
18:12:16:63,2.32,1.95,1.58
18:12:16:71,2.27,1.93,1.58
18:12:16:84,2.24,1.89,1.60
18:12:16:89,2.20,1.83,1.61
18:12:16:93,2.18,1.77,1.57
18:12:16:100,2.13,1.69,1.54
18:12:16:113,2.02,1.66,1.53
18:12:16:118,1.92,1.64,1.52
18:12:16:288,1.81,1.59,1.52
18:12:16:293,1.71,1.58,1.50
18:12:16:297,1.68,1.53,1.44
18:12:16:300,1.68,1.47,1.39
18:12:16:304,1.67,1.43,1.32
18:12:16:307,1.66,1.36,1.24
18:12:16:311,1.65,1.33,1.22
18:12:16:316,1.65,1.32,1.21
18:12:16:318,1.69,1.28,1.22
18:12:16:324,1.74,1.25,1.25
18:12:16:328,1.73,1.15,1.24
18:12:16:332,1.69,1.06,1.23
18:12:16:335,0.73,0.86,1.25
18:12:16:338,0.63,0.87,1.22
18:12:16:342,0.51,0.86,1.18
18:12:16:345,0.35,0.86,1.12
18:12:16:348,0.17,0.89,1.13
18:12:16:352,-0.05,0.84,1.13
18:12:16:354,-0.30,0.82,1.15
18:12:16:367,-0.61,0.79,1.18
18:12:16:371,-0.88,0.74,1.19
18:12:16:375,-1.19,0.70,1.18
18:12:16:383,-1.47,0.64,1.14
18:12:16:395,-1.64,0.54,1.08
18:12:16:401,-1.82,0.43,1.01
18:12:16:404,-1.95,0.31,0.98
18:12:16:412,-2.10,0.14,0.99
18:12:16:423,-2.27,-0.01,1.04
18:12:16:433,-2.42,-0.20,1.03
18:12:16:440,-2.50,-0.35,1.03
18:12:16:454,-2.52,-0.49,0.99
18:12:16:459,-2.50,-0.57,0.93
18:12:16:462,-2.52,-0.72,0.82
18:12:16:469,-2.56,-0.87,0.62
18:12:16:484,-2.64,-1.03,0.50
18:12:16:488,-2.72,-1.20,0.38
18:12:16:491,-2.85,-1.34,0.44
18:12:16:501,-3.02,-1.58,0.55
18:12:16:511,-3.18,-1.83,0.50
18:12:16:519,-3.35,-2.07,0.45
18:12:16:531,-3.48,-2.26,0.28
18:12:16:536,-3.54,-2.34,0.13
18:12:16:540,-3.65,-2.35,-0.07
18:12:16:549,-3.81,-2.37,-0.41
18:12:16:558,-3.92,-2.36,-0.77
18:12:16:569,-4.05,-2.35,-1.19
18:12:16:579,-4.15,-2.42,-1.45
18:12:16:585,-4.21,-2.58,-1.56
18:12:16:600,-4.22,-2.81,-1.74
18:12:16:606,-4.19,-3.04,-1.86
18:12:16:609,-3.94,-3.20,-2.26
18:12:16:614,-3.40,-3.29,-2.90
18:12:16:629,-2.69,-3.23,-3.45
18:12:16:635,-1.98,-3.16,-4.00
18:12:16:639,-1.37,-3.09,-4.32
18:12:16:644,-0.84,-3.11,-4.73
18:12:16:659,-0.33,-3.17,-5.22
18:12:16:664,0.18,-3.22,-5.70
18:12:16:668,0.72,-3.28,-6.14
18:12:16:674,1.24,-3.05,-6.24
18:12:16:687,1.76,-2.84,-6.20
18:12:16:692,2.27,-2.63,-6.17
18:12:16:696,2.83,-2.56,-6.28
18:12:16:703,3.39,-2.60,-6.45
18:12:16:716,3.96,-2.58,-6.55
18:12:16:721,4.52,-2.55,-6.65
18:12:16:725,5.08,-2.33,-6.54
18:12:16:732,5.57,-2.15,-6.34
18:12:16:743,5.96,-1.91,-6.05
18:12:16:753,6.29,-1.57,-5.72
18:12:16:762,6.32,-1.20,-5.37
18:12:16:772,6.15,-0.70,-4.94
18:12:16:781,5.81,-0.22,-4.49
18:12:16:791,5.40,0.22,-4.04
18:12:16:814,4.96,0.66,-3.70
18:12:16:819,4.62,0.96,-3.45
18:12:16:822,4.36,1.13,-3.39
18:12:16:830,4.22,1.12,-3.39
18:12:16:844,4.16,0.99,-3.31
18:12:16:848,4.11,0.86,-3.22
18:12:16:852,4.04,0.79,-3.01
18:12:16:859,3.92,0.84,-2.64
18:12:16:869,3.72,0.96,-2.24
18:12:16:896,3.45,1.07,-1.75
18:12:16:900,3.19,1.22,-1.24
18:12:16:916,2.95,1.28,-0.80
18:12:16:919,2.74,1.30,-0.36
18:12:16:923,2.60,1.35,0.08
18:12:16:929,2.51,1.29,0.43
18:12:16:939,2.35,1.24,0.75
18:12:16:947,2.19,1.23,1.11
18:12:16:970,1.96,1.19,1.49
18:12:16:974,1.70,1.20,1.87
18:12:16:977,1.41,1.28,2.26
18:12:16:981,1.09,1.42,2.64
18:12:16:985,0.80,1.49,2.90
18:12:16:993,0.49,1.52,3.18
18:12:17:3,0.20,1.47,3.46
18:12:17:13,-0.11,1.32,3.74
18:12:17:23,-0.50,1.25,4.07
18:12:21:686,-0.99,1.21,4.35
18:12:21:690,-1.63,1.25,4.59
18:12:21:695,-2.29,1.35,4.81
18:12:21:698,-2.88,1.37,4.95
18:12:21:703,-3.36,1.44,5.18
18:12:21:707,-3.67,1.41,5.40
18:12:21:710,-3.84,1.30,5.60
18:12:21:714,-3.92,1.25,5.86
18:12:21:717,-4.00,1.23,6.07
18:12:21:721,-4.13,1.22,6.21
18:12:21:726,-4.33,1.28,6.33
18:12:21:729,-4.59,1.40,6.43
18:12:21:733,-4.82,1.44,6.48
18:12:21:737,-4.93,1.58,6.58
18:12:21:741,-4.97,1.70,6.66
18:12:21:746,-5.00,1.78,6.67
18:12:21:749,-4.97,1.88,6.67
18:12:21:753,-4.94,1.99,6.71
18:12:21:756,-4.89,2.06,6.75
18:12:21:761,-4.82,2.13,6.79
18:12:21:765,-4.26,-2.86,-3.63
18:12:21:768,-3.11,-3.13,-5.04
18:12:21:773,-2.08,-3.36,-6.30
18:12:21:778,-1.16,-3.56,-7.41
18:12:21:783,-0.35,-3.73,-8.37
18:12:21:786,4.93,-3.81,-10.61
18:12:21:791,4.93,-3.67,-10.21
18:12:21:795,4.91,-3.52,-9.80
18:12:21:801,4.86,-3.39,-9.37
18:12:21:805,4.81,-3.24,-8.95
18:12:21:810,4.74,-3.08,-8.52
18:12:21:813,4.66,-2.93,-8.08
18:12:21:817,4.57,-2.78,-7.66
18:12:21:822,4.47,-2.62,-7.23
18:12:21:826,4.36,-2.47,-6.80
18:12:21:831,4.23,-2.32,-6.39
18:12:21:835,4.09,-2.17,-5.98
18:12:21:840,3.94,-2.02,-5.56
18:12:21:844,3.79,-1.89,-5.17
18:12:21:849,3.65,-1.75,-4.78
18:12:21:852,3.49,-1.61,-4.41
18:12:21:856,3.32,-1.47,-4.05
18:12:21:861,3.15,-1.35,-3.70
18:12:21:868,2.98,-1.24,-3.36
18:12:21:878,2.82,-1.12,-3.03
18:12:21:888,2.67,-1.01,-2.72
18:12:21:897,2.50,-0.90,-2.42
18:12:21:907,2.33,-0.78,-2.15
18:12:21:917,2.17,-0.67,-1.88
18:12:21:927,2.00,-0.57,-1.62
18:12:21:936,1.86,-0.48,-1.37
18:12:21:951,1.72,-0.40,-1.14
18:12:21:967,1.56,-0.33,-0.93
18:12:21:975,1.40,-0.26,-0.75
